# ELLE yazılan kategori çevirileri — category-translations.tsv'yi EZER.
# Biçim: <kod> ⇥ <TR ad> ⇥ <kaynak ad>
#
# Buraya yazılan satır AI yeniden koşulduğunda KAYBOLMAZ (sözlük dosyalarıyla
# aynı öncelik kuralı). Üst seviyeler burada tutulmaya değer: kategori
# seçicisinin ilk ekranında herkes segment adlarını görüyor.
#
# Segment adları (L1) — 2026-09-02, elle çevrildi. Ariba TR dışa aktarımında
# bu 9 segment çevrilmemiş kalmıştı.

51120000	Antiaritmikler, antianjinaller ve kalp yetmezliği ilaçları	Antiarrythmics and antianginals and cardioplegics and drugs for heart failure
51260000	Adrenerjik blokerler	Adrenergic blocking agents
51270000	Anestezik ilaçlar, yardımcıları ve analeptikler	Anaesthetic drugs and related adjuncts and analeptics
51280000	Antibakteriyeller	Antibacterials
51290000	Antidepresanlar	Antidepressants
51300000	Antifungal ilaçlar	Antifungal drugs
51310000	Antihistaminikler veya H1 blokerleri	Antihistamines or H1 blockers
51320000	Antihiperlipidemik ve hipokolesterolemik ajanlar	Antihyperlipidemic and hypocholesterolemic agents
51330000	Antipsikotikler	Antipsychotics
51340000	Antiviral ilaçlar	Antiviral drugs
51350000	Östrojenler, progestinler ve dahili doğum kontrol ilaçları	Estrogens and progestins and internal contraceptives
51360000	Hipnotikler	Hypnotics
51370000	Kontrole tabi analjezikler	Controlled substance analgesics
51380000	Steroid olmayan antiinflamatuvar ilaçlar (NSAII)	Nonsteroidal anti inflammatory drugs NSAIDs
51390000	Sempatomimetik veya adrenerjik ilaçlar	Sympathomimetic or adrenergic drugs
51400000	Sakinleştiriciler, antimanik ve anksiyolitik ilaçlar	Tranquilizers and antimanic and antianxiety drugs
51410000	Vazodilatörler	Vasodilators
51420000	Kortikosteroidler	Corticosteroids
51430000	Antihipertansif ilaçlar	Antihypertensive drugs
51440000	Radyofarmasötikler ve kontrast maddeler	Radiopharmaceuticals and contrast media
51450000	Antelmintikler	Anthelmintics
51460000	Bitkisel ilaçlar	Herbal drugs
51470000	Antiseptikler	Antiseptics
52150000	Ev mutfak eşyaları ve malzemeleri	Domestic kitchenware and kitchen supplies
56140000	Dekoratif süs eşyaları	Decorative adornments
57010000	Hayatta kalma malzemeleri	Survival supplies
57020000	İnsani yardım faaliyetlerine ilişkin hizmetler	Services related to humanitarian relief actions
57030000	İnsani yardım sağlık malzemeleri	Humanitarian health supplies
57040000	Eğitim ve rekreasyon malzemeleri	Educational or recreational items
57050000	İnsani yardım gıdası	Humanitarian relief food
57060000	Barınma ve yardım malzemeleri	Shelter and relief items
57070000	İnsani yardım lojistik malzemeleri	Humanitarian logistics supplies
57080000	İnsani yardım bilişim ekipmanları	Humanitarian IT equipment
64100000	Banka ürünleri	Bank offered products
64110000	Menkul kıymetler	Securities
64120000	Sigortalanabilir menfaat sözleşmeleri	Insurable interest contracts
64130000	Genel anlaşmalar ve sözleşmeler	General agreements and contracts
64140000	Kamu mülkiyet hakkı tahsisleri	Governmental property right conferrals
64150000	Parasal araçlar ve döviz	Monetary instruments or currency
71170000	Petrol ve doğal gaz laboratuvar test hizmetleri	Oil and gas laboratory testing services
72100000	Bina ve tesis bakım ve onarım hizmetleri	Building and facility maintenance and repair services
72110000	Konut inşaat hizmetleri	Residential building construction services
72120000	Konut dışı bina inşaat hizmetleri	Nonresidential building construction services
72140000	Ağır inşaat hizmetleri	Heavy construction services
72150000	Uzmanlık gerektiren inşaat ve bakım hizmetleri	Specialized trade construction and maintenance services
77140000	Çevre laboratuvarı hizmetleri	Environmental laboratory services
78140000	Taşımacılık hizmetleri	Transport services
80170000	Halkla ilişkiler ve kurumsal iletişim hizmetleri	Public relations and professional communications services
81170000	Biyoloji bilimleri hizmetleri	Biological science services
82160000	Film ve tiyatro yapım destek hizmetleri	Film and theater production support services
83130000	Bilgi ve iletişim yayıncılığı hizmetleri	Information and communication broadcasting Service
84110000	Muhasebe ve defter tutma hizmetleri	Accounting and bookkeeping services
85170000	Ölüm ve yaşam sonu destek hizmetleri	Death and dying support services
85210000	Enfeksiyöz ve paraziter hastalık tanıları - bölüm a	Diagnoses of infectious and parasitic diseases-part a
85220000	Enfeksiyöz ve paraziter hastalık tanıları - bölüm b	Diagnoses of infectious and parasitic diseases-part b
85250000	Neoplazm (tümör) tanıları	Diagnoses of neoplasms
85260000	Endokrin, beslenme ve metabolizma hastalıkları tanıları	Diagnoses of endocrine, nutritional and metabolic diseases
85270000	Ruhsal ve davranışsal bozukluk tanıları	Diagnoses of mental and behavioral disorders
85280000	Sinir sistemi hastalıkları tanıları	Diagnoses of diseases of the nervous system
85290000	Göz ve göz eki hastalıkları tanıları	Diagnoses of diseases of the eye and adnexa
85300000	Kulak ve mastoid hastalıkları tanıları	Diagnoses of diseases of the ear and mastoid process
85310000	Dolaşım sistemi hastalıkları tanıları	Diagnoses of diseases of the circulatory system
85320000	Kan ve kan yapıcı organ hastalıkları ve bağışıklık bozuklukları tanıları	Diagnoses of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
85330000	Sindirim sistemi hastalıkları tanıları	Diagnoses of diseases of the digestive system
85340000	Solunum sistemi hastalıkları tanıları	Diagnoses of diseases of the respiratory system
85350000	Deri ve deri altı doku hastalıkları tanıları	Diagnoses of diseases of the skin and subcutaneous tissue
85360000	Ürogenital sistem hastalıkları tanıları	Diagnoses of diseases of the genitourinary system
85370000	Kas-iskelet sistemi ve bağ dokusu hastalıkları tanıları	Diagnoses of diseases of the musculoskeletal system and connective tissue
85380000	Perinatal dönemde başlayan durum tanıları	Diagnoses of certain conditions originating in the perinatal period
85390000	Gebelik, doğum ve lohusalık dönemi tanıları	Diagnoses of pregnancy, childbirth conditions and the puerperium
85400000	Doğumsal anomali ve kromozom bozukluğu tanıları	Diagnoses of congenital malformations, deformations, and chromosomal abnormalities
85410000	Başka yerde sınıflanmamış semptom, bulgu ve anormal laboratuvar sonucu tanıları	Diagnoses of symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
85420000	Yaralanma, zehirlenme ve dış nedenli sonuç tanıları - bölüm 1	Diagnoses of injury, poisoning and certain other consequences of external causes-part 1
85430000	Yaralanma, zehirlenme ve dış nedenli sonuç tanıları - bölüm 2	Diagnoses of injury, poisoning and certain other consequences of external causes-part 2.
85440000	Hastalık ve ölümün dış nedenleri tanıları	Diagnoses of external causes of morbidity and mortality
85450000	Sağlık durumunu etkileyen etkenler ve sağlık hizmeti başvuru tanıları	The diagnosis of factors influencing health status and contact with health services
85470000	Merkezi sinir sistemi cerrahi girişimleri	Surgical interventions or procedures of central nervous system
85480000	Periferik sinir sistemi cerrahi girişimleri	Surgical interventions or procedures of peripheral nervous system
85490000	Kalp ve büyük damar cerrahi girişimleri	Surgical interventions or procedures of heart and great vessels
85500000	Üst atardamar cerrahi girişimleri	Surgical interventions or procedures of upper arteries
85510000	Alt atardamar cerrahi girişimleri	Surgical interventions or procedures of lower arteries
85520000	Üst toplardamar cerrahi girişimleri	Surgical interventions or procedures of upper veins
85530000	Alt toplardamar cerrahi girişimleri	Surgical interventions or procedures of lower veins
85540000	Lenfatik ve kan sistemi cerrahi girişimleri	Surgical interventions or procedures of lymphatic and hemic systems
85550000	Duyu sistemi cerrahi girişimleri - göz ve ekleri	Surgical interventions or procedures of sensory functional systems-vision eye and related structures
85560000	Duyu sistemi cerrahi girişimleri - kulak, burun, sinüs	Surgical interventions or procedures of sensory functional systems-hearing and smell, ear nose sinus
85570000	Solunum sistemi cerrahi girişimleri	Surgical interventions or procedures of the respiratory system
85580000	Ağız ve boğaz cerrahi girişimleri	Surgical interventions or procedures of the mouth and throat
85590000	Sindirim sistemi cerrahi girişimleri: üst sindirim sistemi	Surgical interventions or procedures of the gastrointestinal system: the upper digestive system
85600000	Sindirim sistemi cerrahi girişimleri: alt sindirim sistemi	Surgical interventions or procedures of the gastrointestinal system: the lower digestive system
85610000	Hepatobiliyer sistem cerrahi girişimleri	Surgical interventions or procedures of the hepatobiliary system
85620000	Endokrin sistem cerrahi girişimleri	Surgical interventions or procedures of the endocrine system
85630000	Deri ve meme cerrahi girişimleri	Surgical interventions or procedures of the skin and breast
85640000	Deri altı doku ve fasya cerrahi girişimleri	Surgical interventions or procedures of the subcutaneous tissue and fascia
85650000	Kas cerrahi girişimleri	Surgical interventions or procedures of muscles
85660000	Tendon cerrahi girişimleri	Surgical interventions or procedures of tendons
85670000	Bursa ve bağ cerrahi girişimleri	Surgical interventions or procedures of bursae and ligaments
85680000	Baş ve yüz kemikleri cerrahi girişimleri	Surgical interventions or procedures of head and facial bones
85690000	Üst ekstremite kemikleri cerrahi girişimleri	Surgical interventions or procedures of upper bones
85700000	Alt ekstremite kemikleri cerrahi girişimleri	Surgical interventions or procedures of lower bones
85710000	Üst ekstremite eklemleri cerrahi girişimleri	Surgical interventions or procedures of upper joints
85720000	Alt ekstremite eklemleri cerrahi girişimleri	Surgical interventions or procedures of lower joints
85730000	Üriner sistem cerrahi girişimleri	Surgical interventions or procedures of urinary system
85740000	Kadın üreme sistemi cerrahi girişimleri	Surgical interventions or procedures of female reproductive system
85750000	Erkek üreme sistemi cerrahi girişimleri	Surgical interventions or procedures of male reproductive system
85760000	Anatomik bölge cerrahi girişimleri - genel	Surgical interventions or procedures of anatomic regions-general
85770000	Anatomik bölge cerrahi girişimleri - üst ekstremiteler	Surgical interventions or procedures of anatomic regions-upper extremities
85780000	Anatomik bölge cerrahi girişimleri - alt ekstremiteler	Surgical interventions or procedures of anatomic regions-lower extremities
85790000	Obstetrik girişimler, gebelik	Obstetric interventions or procedures, pregnancy
85800000	Yerleştirme girişimleri, anatomik bölgeler ve açıklıklar	Placement interventions or procedures, anatomic regions and orifices
85810000	Uygulama girişimleri: verme, yıkama ve dolaşım	Administrative interventions or procedures, physiological systems and anatomical regions, introduction and irrigation and circulatory
85820000	Ölçüm ve izleme girişimleri ve ölçüm cihazları	Measurement and monitoring interventions or procedures-physiological systems, measurement, monitoring and measurement devices
85830000	Ekstrakorporeal veya sistemik destek ve tedaviler	Extracorporeal or systemic assistance, performance and therapies for physiological systems
85840000	Anatomik bölgelere göre osteopatik girişimler	Osteopathic interventions or procedures by anatomical regions
85860000	Anatomik bölgeye göre kiropraktik girişimler	Chiropractic interventions or procedures by anatomical region
85870000	Anatomik bölge veya sisteme göre görüntüleme girişimleri	Imaging interventions or procedures by anatomical region or system
85880000	Nükleer tıp girişimleri	Nuclear medicine interventions or procedures
85890000	Radyoterapi girişimleri	Radiation therapy interventions or procedures
85900000	Fiziksel rehabilitasyon girişimleri	Physical rehabilitation interventions or procedures
85910000	Ruh sağlığı girişimleri	Mental health interventions or procedures
85920000	Madde bağımlılığı girişimleri	Substance abuse interventions or procedures
95100000	Arsa ve parseller	Land parcels
95110000	Yollar ve geçitler	Thoroughfares
95120000	Kalıcı binalar ve yapılar	Permanent buildings and structures
95130000	Taşınabilir binalar ve yapılar	Portable buildings and structures
95140000	Prefabrik binalar ve yapılar	Prefabricated buildings and structures

# Sınıf adları (L3) — çekirdek segmentler, 2026-09-02, elle çevrildi.
11101900	Ara işlenmiş ve rafine cevher ürünleri	Intermediate processed and refined ore products
11111900	Dekoratif taş	Decorative rock
11122000	Mühendislik ahşap ürünleri	Engineered wood products
11162400	Elyaf dolgu (vatka)	Batting
11172200	Magnezyum esaslı alaşımlar	Magnesium based alloys
11172300	Manganez esaslı alaşımlar	Manganese based alloys
11191800	Metal yan ürünleri	Metal byproducts
12164600	Kağıt, plastik ve kumaş modifiye edicileri	Paper plastic and fabric modifiers
12164700	Endüstriyel antiseptikler	Industrial antiseptics
12164800	Su azaltıcı katkılar	Water reducing agents
12164900	Su yalıtım katkıları	Waterproofing agents
12165000	Büzülme önleyici katkılar	Non shrinkage agents
12165100	İleri petrol üretimi kimyasalları	Chemicals for enhanced oil recovery
12165200	Su arıtma kimyasalları	Water treatment
12165300	Adsorbanlar	Adsorbent
12352600	Flor kimyasalları	Fluorochemicals
12361500	Narkotik ilaç öncül maddeleri	Narcotic drug precursors
13111200	Plastik filmler	Plastic films
15101800	Bitkisel sıvı yakıtlar ve biyoyakıtlar	Plant based liquid fuels or biofuels
15101900	Geri kazanılmış fuel oil	Recycled fuel oil
20123100	Muhafaza borusu çıkış aletleri	Casing exit tools
20123200	Genleşebilir kuyu içi ekipmanları	Expandable downhole equipment
20123300	Sondajla eş zamanlı muhafaza borusu aletleri	Casing while drilling tools
20143300	Boru hattı servis ekipmanları	Pipeline service equipment
20143400	Denizaltı umbilikal hatlar ve ilgili ekipmanlar	Subsea umbilicals and related equipment
20143500	Denizaltı proje montaj aletleri	Subsea project installation tools
20143600	Denizaltı esnek hatlar	Subsea flexibles
20143700	Denizaltı boru hattı malzemeleri	Subsea pipeline materials
20143800	Denizaltı ölçüm cihazları	Subsea meters
21102500	Sulama sistemleri ve ekipmanları	Irrigation systems and equipment
21102600	Tarımsal koruma malzemeleri	Agricultural protection materials
22110100	Bağlama (palamar) ekipmanları	Equipment for mooring
22110200	Yüzer üretim, depolama ve boşaltma sistemleri	Floating production storage and offloading
23153800	Kaplama sistemleri	Coating systems
23242700	Boru üretim hattı makineleri	Tube mill machinery
23251900	Metal ambalaj üretim makineleri ve ekipmanları	Metal container manufacturing machinery and equipment
23261600	Hızlı prototipleme makinesi aksesuarları	Rapid prototyping machine accessories
23291500	Endüstriyel delme takımları	Industrial drilling tools
23291600	Endüstriyel frezeleme takımları	Industrial milling tools
23291700	Endüstriyel raybalama takımları	Industrial reaming tools
23291800	Endüstriyel diş açma takımları	Industrial threading tools
23291900	Endüstriyel delik büyütme takımları	Industrial boring tools
23301500	Tel işleme makineleri, ekipmanları ve aksesuarları	Wire working machinery and equipment and accessories
24102400	Atık elleçleme ve geri dönüşüm sistemleri	Waste material handling and recycling systems
24102500	Tesis ekipmanları	Plant equipment
24112900	Nakliye kasaları	Crates
24113000	Kayar levhalar (slip sheet)	Slip sheets
24113100	Kutular	Boxes
24122000	Şişeler ve flakonlar	Bottles or vials
25132100	İnsansız hava aracı	Unmanned aerial vehicle
25132200	Güvenlik ve kurtarma hava araçları	Safety and rescue aircraft
25174800	Özel araç sistemleri ve bileşenleri	Specialized vehicle systems and components
25174900	Araç titreşim sönümleyicileri ve izolatörleri	Vehicle vibration dampeners and isolators
25175000	Elektrikli araç şarj sistemleri	Electric vehicle charging systems
25175100	Taşıt onarım parça setleri	Transportation repair parts kits
25175200	Özel güvenlik ve kurtarma aracı aksesuarları	Specialized safety and rescue vehicle accessory
25191800	Araç test ve ölçüm ekipmanları	Vehicle testing and measuring equipment
25202800	Havacılık veri haberleşme ekipmanları	Aeronautical data communications equipment
25202900	Hava trafik yönetim ekipmanları	Air traffic management equipment
26121800	Otomotiv kablosu	Automotive cable
26131900	Açık deniz rüzgar santrali makine ve ekipmanları	Offshore wind farm machinery and equipment
27113300	Hassas el aletleri	Precision hand tools
27113400	Marangoz aletleri	Carpentry tools
27113500	Atölye aletleri	Workshop tool
27121800	Hidrolik aletler	Hydraulic tools
27151500	Biyoremediasyonlu parça temizleme makineleri ve aksesuarları	Bioremediating part cleaning machinery and accessories
30102400	Çubuk	Rod
30103800	Metalik lifler ve filamentler	Metallic fibers and filaments
30103900	Miller	Shafts
30104000	İçi boş yapısal profiller (HSS)	Hollow structural sections HSS
30111800	Agregalar	Aggregates
30111900	Beton donatı hırdavatı	Concrete reinforcement hardware
30121700	Karayolu ve demiryolu inşaat malzemeleri	Road and railroad construction materials
30121800	Peyzaj mimarisi malzemeleri	Landscape architecture materials
30121900	Zemin stabilizatörleri ve güçlendirme malzemeleri	Soil stabilizers and reinforcing materials
30122000	Özel dış zemin kaplama ve döşeme malzemeleri	Specialized external flooring and paving materials
30141700	Yalıtım örtü katmanları	Insulation sealing layers
30162000	İç mekan lamine malzemeleri	Interior laminates
30162100	Merdivenler ve merdiven sistemleri	Stairs and stairways
30162200	Tezgah üstü yüzeyler	Countertops
30162300	Dolap aksesuarları	Cabinet accessories
30162400	Bölme duvarlar	Partition walls
30172100	Garaj kapıları ve motorları	Garage doors and operators
30181600	Sıhhi olmayan konut armatürleri	Non sanitary residential fixtures
30181700	Musluklar ve bataryalar	Faucets or taps
30181800	Musluk ve duş başlıkları, jetler, parça ve aksesuarları	Faucet and shower heads, jets and parts and accessories
30191700	Şantiye barakaları ve karavanları	Construction sheds and trailers
30191800	Geçici inşaat ve bakım destek ekipman ve malzemeleri	Temporary construction and maintenance support equipment and materials
30251500	Yeraltı tavan tahkimat yapıları	Underground roof support structures
30261500	Pirinç çubuklar	Brass bars
30261600	Pirinç saclar	Brass sheets
30261700	Pirinç külçe, şerit, kütük ve rulolar	Brass ingots strips billets and coil
30261800	Magnezyum çubuk ve saclar	Magnesium bars and sheets
30261900	Magnezyum külçe, şerit, kütük ve rulolar	Magnesium ingots strips billets and coil
30262000	Titanyum çubuk ve saclar	Titanium bars and sheets
30262100	Titanyum külçe, şerit, kütük ve rulolar	Titanium ingots strips billets and coil
30262200	Bakır çubuklar	Copper bars
30262300	Bakır saclar	Copper sheets
30262400	Bakır külçe, şerit, kütük ve rulolar	Copper ingots strip billets and coil
30262500	Bronz çubuklar	Bronze bars
30262600	Bronz saclar	Bronze sheets
30262700	Bronz külçe, şerit, kütük ve rulolar	Bronze ingots strips billets and coil
30262800	Çinko çubuk ve saclar	Zinc bars and sheets
30262900	Çinko külçe, şerit, kütük ve rulolar	Zinc ingots strips billets and coil
30263000	Kalay çubuklar	Tin bars
30263100	Kalay saclar	Tin sheet
30263200	Kalay külçe, şerit ve rulolar	Tin ingots strip and coil
30263300	Kurşun çubuklar	Lead bars
30263400	Kurşun saclar	Lead sheets
30263500	Kurşun külçe, şerit, kütük ve rulolar	Lead ingots strips billets and coil
30263600	Karbon çeliği çubuklar	Carbon steel bars
30263700	Alaşımlı çelik çubuklar	Steel alloy bars
30263800	Takım çeliği çubuklar	Tool steel bars
30263900	Özel çelik çubuklar	Specialty steel bars
30264000	Karbon çeliği saclar	Carbon steel sheets
30264100	Alaşımlı çelik saclar	Steel alloy sheets
30264200	Özel çelik saclar	Specialty steel sheets
30264300	Özel çelik rulolar	Specialty steel coils
30264400	Karbon çeliği külçe, şerit, kütük ve rulolar	Carbon steel ingots strips billets and coil
30264500	Paslanmaz çelik çubuklar	Stainless steel bars
30264600	Paslanmaz çelik saclar	Stainless steel sheets
30264700	Paslanmaz çelik rulolar	Stainless steel coil
30264800	Paslanmaz çelik şeritler	Stainless steel strips
30264900	Alüminyum çubuklar	Aluminum bars
30265000	Alüminyum saclar	Aluminum sheets
30265100	Alüminyum rulolar	Aluminum coil
30265200	Alüminyum şerit ve külçeler	Aluminum strips and ingots
30265300	Demir çubuklar	Iron bars
30265400	Demir saclar	Iron sheets
30265500	Demir külçe, şerit, kütük ve rulolar	Iron ingots strips billets and coil
30265600	Demir alaşımı çubuk ve saclar	Ferrous alloy bars and sheets
30265700	Demir alaşımı külçe, şerit, kütük ve rulolar	Ferrous alloy ingots strips billets and coil
30265800	Plastik çubuk ve levhalar	Plastic bars and sheets
30265900	Plastik rulo ve şeritler	Plastic coil and strips
30266000	Değerli ve özel metal çubuklar	Precious metal and specialty metal bars
30266100	Değerli ve özel metal saclar	Precious metal and specialty metal sheets
30266200	Değerli ve özel metal rulo, şerit, kütük ve külçeler	Precious metal and specialty metal coil strips billets and ingots
30266300	Ahşap yapı malzemeleri	Wood structural materials
30266400	Özel malzeme çubuk ve levhaları	Specialty material bars and sheets
30266500	Özel malzeme rulo, şerit, kütük ve külçeleri	Specialty material coil strips billets and ingots
30266600	Nikel sac ve külçeler	Nickel sheets and ingots
30266700	Mil malzemeleri	Shafting
31101600	Kum döküm ve döküm montajları	Sand castings and casting assemblies
31101700	Kalıcı kalıp dökümleri ve döküm montajları	Permanent mold castings and casting assemblies
31101800	Kabuk kalıp dökümleri ve döküm montajları	Shell mold castings and casting assemblies
31101900	Hassas döküm ve döküm montajları	Investment castings and casting assemblies
31102500	Alçak basınçlı kalıcı kalıp dökümleri ve montajları	Low pressure permanent die castings and casting assemblies
31102600	Yüksek basınçlı enjeksiyon dökümleri ve montajları	High pressure die castings and casting assemblies
31102700	Sıkıştırma dökümleri ve döküm montajları	Squeeze castings and casting assemblies
